library,dataset,version,vkey,itr,category,energy,duration
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.032898,0.0043385028839111
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.0,0.0007333755493164
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.122437,0.014169692993164
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.027466,0.0042290687561035
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.224792,0.0260114669799804
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.465148,0.0484735965728759
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.178832,0.0189790725708007
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.195496,0.0207080841064453
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.165161,0.01802659034729
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.175476,0.0183970928192138
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.178406,0.0194530487060546
Dask,Student Exam,2022.1.0,v2,10,I/O,0.057861,0.0062267780303955
Dask,Student Exam,2022.1.0,v2,10,I/O,1.817805,0.1911907196044922
Dask,Student Exam,2022.1.0,v2,10,I/O,3.040031,0.3333780765533447
Dask,Student Exam,2022.1.0,v2,10,I/O,2.853142,0.3061931133270263
Dask,Student Exam,2022.1.0,v2,10,Missing,0.008789,0.0013267993927001
Dask,Student Exam,2022.1.0,v2,10,Missing,0.065247,0.0077683925628662
Dask,Student Exam,2022.1.0,v2,10,Missing,0.041932,0.0056087970733642
Dask,Student Exam,2022.1.0,v2,10,Missing,0.033019,0.004772663116455
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.034668,0.0043904781341552
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.000915,0.0007455348968505
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.11914,0.0140800476074218
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.034606,0.0042133331298828
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.216979,0.0257134437561035
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.480285,0.0472331047058105
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.175354,0.0190281867980957
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.188232,0.0205752849578857
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.168823,0.018714427947998
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.171143,0.0184581279754638
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.180481,0.0198249816894531
Dask,Student Exam,2022.1.0,v2,10,I/O,0.075684,0.0059278011322021
Dask,Student Exam,2022.1.0,v2,10,I/O,1.860591,0.1969563961029052
Dask,Student Exam,2022.1.0,v2,10,I/O,3.061027,0.3334176540374756
Dask,Student Exam,2022.1.0,v2,10,I/O,2.851677,0.3011248111724853
Dask,Student Exam,2022.1.0,v2,10,Missing,0.003173,0.0013928413391113
Dask,Student Exam,2022.1.0,v2,10,Missing,0.068665,0.0077548027038574
Dask,Student Exam,2022.1.0,v2,10,Missing,0.046936,0.0055549144744873
Dask,Student Exam,2022.1.0,v2,10,Missing,0.036803,0.0048236846923828
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.04126,0.0044465065002441
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.0,0.000718355178833
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.120362,0.0141513347625732
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.029481,0.0042142868041992
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.219543,0.0259857177734375
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.467895,0.0480289459228515
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.167601,0.0189430713653564
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.179199,0.0199470520019531
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.172119,0.0183303356170654
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.171203,0.0184757709503173
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.177794,0.0197165012359619
Dask,Student Exam,2022.1.0,v2,10,I/O,0.045349,0.0054926872253417
Dask,Student Exam,2022.1.0,v2,10,I/O,1.805538,0.1911933422088623
Dask,Student Exam,2022.1.0,v2,10,I/O,2.976127,0.3302597999572754
Dask,Student Exam,2022.1.0,v2,10,I/O,2.866571,0.3029253482818603
Dask,Student Exam,2022.1.0,v2,10,Missing,0.007996,0.0013737678527832
Dask,Student Exam,2022.1.0,v2,10,Missing,0.064087,0.0077681541442871
Dask,Student Exam,2022.1.0,v2,10,Missing,0.045165,0.0055572986602783
Dask,Student Exam,2022.1.0,v2,10,Missing,0.034546,0.0048229694366455
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.032836,0.0044879913330078
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.0,0.0007247924804687
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.121765,0.0139687061309814
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.032105,0.0041556358337402
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.216124,0.0255687236785888
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.468993,0.0479798316955566
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.168823,0.0187809467315673
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.185974,0.0205121040344238
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.168152,0.0182335376739501
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.166748,0.0182602405548095
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.184814,0.0199661254882812
Dask,Student Exam,2022.1.0,v2,10,I/O,0.045899,0.0056571960449218
Dask,Student Exam,2022.1.0,v2,10,I/O,1.816219,0.1907353401184082
Dask,Student Exam,2022.1.0,v2,10,I/O,3.036674,0.3289499282836914
Dask,Student Exam,2022.1.0,v2,10,I/O,2.850335,0.302497386932373
Dask,Student Exam,2022.1.0,v2,10,Missing,0.00885,0.0013859272003173
Dask,Student Exam,2022.1.0,v2,10,Missing,0.06897,0.0078558921813964
Dask,Student Exam,2022.1.0,v2,10,Missing,0.038392,0.0053658485412597
Dask,Student Exam,2022.1.0,v2,10,Missing,0.033874,0.0045421123504638
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.027954,0.0041089057922363
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.0,0.0003635883331298
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.120544,0.0140023231506347
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.034607,0.0039684772491455
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.217283,0.0259857177734375
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.455931,0.0478749275207519
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.171203,0.0189955234527587
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.185485,0.0198464393615722
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.175414,0.0187277793884277
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.172179,0.0189685821533203
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.187744,0.0202834606170654
Dask,Student Exam,2022.1.0,v2,10,I/O,0.055786,0.0063202381134033
Dask,Student Exam,2022.1.0,v2,10,I/O,1.863948,0.195852518081665
Dask,Student Exam,2022.1.0,v2,10,I/O,3.042656,0.3290643692016601
Dask,Student Exam,2022.1.0,v2,10,I/O,2.843925,0.3013703823089599
Dask,Student Exam,2022.1.0,v2,10,Missing,0.007081,0.0010573863983154
Dask,Student Exam,2022.1.0,v2,10,Missing,0.071106,0.007509708404541
Dask,Student Exam,2022.1.0,v2,10,Missing,0.041687,0.0053396224975585
Dask,Student Exam,2022.1.0,v2,10,Missing,0.031799,0.0045375823974609
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.033753,0.0044188499450683
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.008423,0.0006635189056396
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.123046,0.0141112804412841
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.035096,0.0041444301605224
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.221375,0.0257823467254638
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.480529,0.0480296611785888
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.168212,0.0186963081359863
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.185851,0.0202839374542236
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.16687,0.0182712078094482
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.175476,0.0190024375915527
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.189147,0.0201292037963867
Dask,Student Exam,2022.1.0,v2,10,I/O,0.058654,0.0060713291168212
Dask,Student Exam,2022.1.0,v2,10,I/O,1.832881,0.190617561340332
Dask,Student Exam,2022.1.0,v2,10,I/O,3.03881,0.3300185203552246
Dask,Student Exam,2022.1.0,v2,10,I/O,2.848259,0.303696870803833
Dask,Student Exam,2022.1.0,v2,10,Missing,0.009339,0.0013990402221679
Dask,Student Exam,2022.1.0,v2,10,Missing,0.064209,0.0078206062316894
Dask,Student Exam,2022.1.0,v2,10,Missing,0.044005,0.0055246353149414
Dask,Student Exam,2022.1.0,v2,10,Missing,0.034302,0.0048255920410156
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.035339,0.0044162273406982
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.001892,0.0007245540618896
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.121704,0.0140845775604248
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.035461,0.0041215419769287
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.209838,0.0256948471069335
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.466063,0.0479886531829834
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.16565,0.0186150074005126
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.181945,0.020033836364746
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.168029,0.0183687210083007
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.164429,0.0184314250946044
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.186706,0.0198750495910644
Dask,Student Exam,2022.1.0,v2,10,I/O,0.055543,0.0057718753814697
Dask,Student Exam,2022.1.0,v2,10,I/O,1.790523,0.1896827220916748
Dask,Student Exam,2022.1.0,v2,10,I/O,2.961906,0.3287053108215332
Dask,Student Exam,2022.1.0,v2,10,I/O,2.78869,0.3015718460083008
Dask,Student Exam,2022.1.0,v2,10,Missing,0.005432,0.0010762214660644
Dask,Student Exam,2022.1.0,v2,10,Missing,0.067077,0.0075991153717041
Dask,Student Exam,2022.1.0,v2,10,Missing,0.043213,0.005610704421997
Dask,Student Exam,2022.1.0,v2,10,Missing,0.038819,0.0048441886901855
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.034606,0.0044224262237548
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.001831,0.0007212162017822
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.114013,0.0140860080718994
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.033691,0.0041885375976562
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.216064,0.0257198810577392
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.479857,0.0477347373962402
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.172912,0.0186610221862792
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.184082,0.0201818943023681
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.164489,0.0179464817047119
Dask,Student Exam,2022.1.0,v2,10,Aggregation,0.166137,0.0182056427001953
Dask,Student Exam,2022.1.0,v2,10,Row/Column,0.176757,0.0197901725769042
Dask,Student Exam,2025.1.0,v0,10,I/O,0.346862,0.0379109382629394
Dask,Student Exam,2025.1.0,v0,10,I/O,2.498711,0.2728190422058105
Dask,Student Exam,2025.1.0,v0,10,I/O,3.280083,0.3704397678375244
Dask,Student Exam,2025.1.0,v0,10,I/O,3.323172,0.3631410598754883
Dask,Student Exam,2025.1.0,v0,10,Missing,0.001709,0.0006637573242187
Dask,Student Exam,2025.1.0,v0,10,Missing,0.029358,0.0087764263153076
Dask,Student Exam,2025.1.0,v0,10,Missing,0.050231,0.0060155391693115
Dask,Student Exam,2025.1.0,v0,10,Missing,0.047241,0.0060882568359375
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.00824,0.0014657974243164
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.001587,0.0008349418640136
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.117125,0.0180134773254394
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.0,0.0007417201995849
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.139221,0.0205509662628173
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.639891,0.0678424835205078
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.365111,0.0398962497711181
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.376341,0.0423450469970703
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.424193,0.0472216606140136
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.348449,0.0389316082000732
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.501158,0.0595011711120605
Dask,Student Exam,2025.1.0,v0,10,I/O,0.058471,0.0062618255615234
Dask,Student Exam,2025.1.0,v0,10,I/O,2.194392,0.2299873828887939
Dask,Student Exam,2025.1.0,v0,10,I/O,3.245292,0.3616859912872314
Dask,Student Exam,2025.1.0,v0,10,I/O,3.170096,0.3468482494354248
Dask,Student Exam,2025.1.0,v0,10,Missing,0.005005,0.0009410381317138
Dask,Student Exam,2025.1.0,v0,10,Missing,0.017516,0.0020029544830322
Dask,Student Exam,2025.1.0,v0,10,Missing,0.050109,0.0061719417572021
Dask,Student Exam,2025.1.0,v0,10,Missing,0.052186,0.0061147212982177
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.01593,0.0014736652374267
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.001465,0.0007891654968261
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.086304,0.0104379653930664
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.0,0.000720739364624
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.112793,0.0130605697631835
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.642637,0.0682487487792968
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.38562,0.0416347980499267
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.381652,0.0418376922607421
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.350951,0.0389566421508789
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.353881,0.0391206741333007
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.451293,0.0504064559936523
Dask,Student Exam,2025.1.0,v0,10,I/O,0.059082,0.0059125423431396
Dask,Student Exam,2025.1.0,v0,10,I/O,2.302424,0.238814115524292
Dask,Student Exam,2025.1.0,v0,10,I/O,3.203483,0.3552184104919433
Dask,Student Exam,2025.1.0,v0,10,I/O,3.13079,0.3416104316711426
Dask,Student Exam,2025.1.0,v0,10,Missing,0.004334,0.0009405612945556
Dask,Student Exam,2025.1.0,v0,10,Missing,0.017212,0.0020055770874023
Dask,Student Exam,2025.1.0,v0,10,Missing,0.050965,0.0060815811157226
Dask,Student Exam,2025.1.0,v0,10,Missing,0.05127,0.0062494277954101
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.007202,0.0014753341674804
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.0,0.0007319450378417
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.085143,0.0103647708892822
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.0,0.0007474422454833
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.11151,0.0130145549774169
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.663267,0.0686104297637939
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.35199,0.0392577648162841
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.400939,0.0428524017333984
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.360106,0.0397684574127197
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.357665,0.0383214950561523
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.46533,0.0516302585601806
Dask,Student Exam,2025.1.0,v0,10,I/O,0.072204,0.0060598850250244
Dask,Student Exam,2025.1.0,v0,10,I/O,2.183832,0.2330207824707031
Dask,Student Exam,2025.1.0,v0,10,I/O,3.274101,0.3622987270355224
Dask,Student Exam,2025.1.0,v0,10,I/O,3.13134,0.3343260288238525
Dask,Student Exam,2025.1.0,v0,10,Missing,0.001709,0.0009245872497558
Dask,Student Exam,2025.1.0,v0,10,Missing,0.009339,0.0019917488098144
Dask,Student Exam,2025.1.0,v0,10,Missing,0.053284,0.0060353279113769
Dask,Student Exam,2025.1.0,v0,10,Missing,0.047364,0.0060350894927978
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.008179,0.0014965534210205
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.006775,0.0008068084716796
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.083191,0.0103213787078857
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.001037,0.000659704208374
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.104735,0.0129463672637939
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.626646,0.0650691986083984
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.357238,0.0391790866851806
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.374755,0.0416309833526611
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.364196,0.0391550064086914
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.352844,0.0389957427978515
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.456115,0.0509088039398193
Dask,Student Exam,2025.1.0,v0,10,I/O,0.055114,0.0060443878173828
Dask,Student Exam,2025.1.0,v0,10,I/O,2.175776,0.2310764789581298
Dask,Student Exam,2025.1.0,v0,10,I/O,3.223992,0.3599836826324463
Dask,Student Exam,2025.1.0,v0,10,I/O,3.122306,0.3399930000305176
Dask,Student Exam,2025.1.0,v0,10,Missing,0.001648,0.0009291172027587
Dask,Student Exam,2025.1.0,v0,10,Missing,0.009888,0.0019540786743164
Dask,Student Exam,2025.1.0,v0,10,Missing,0.051269,0.0060207843780517
Dask,Student Exam,2025.1.0,v0,10,Missing,0.04895,0.0060639381408691
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.006469,0.0014898777008056
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.002136,0.0004873275756835
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.084961,0.0102007389068603
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.0,0.0004119873046875
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.112609,0.0130903720855712
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.633849,0.0672569274902343
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.35797,0.0392060279846191
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.381957,0.0415678024291992
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.349426,0.0378060340881347
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.359008,0.0392055511474609
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.457946,0.050126314163208
Dask,Student Exam,2025.1.0,v0,10,I/O,0.056397,0.0059282779693603
Dask,Student Exam,2025.1.0,v0,10,I/O,2.228266,0.2329540252685547
Dask,Student Exam,2025.1.0,v0,10,I/O,3.293144,0.3594386577606201
Dask,Student Exam,2025.1.0,v0,10,I/O,3.304801,0.3522107601165771
Dask,Student Exam,2025.1.0,v0,10,Missing,0.001892,0.0009520053863525
Dask,Student Exam,2025.1.0,v0,10,Missing,0.016296,0.0020077228546142
Dask,Student Exam,2025.1.0,v0,10,Missing,0.049927,0.0060877799987792
Dask,Student Exam,2025.1.0,v0,10,Missing,0.050965,0.0062243938446044
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.002686,0.0011961460113525
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.003846,0.0004920959472656
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.083558,0.0101535320281982
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.0,0.000455617904663
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.110473,0.013087511062622
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.65637,0.0719902515411377
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.352904,0.0394184589385986
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.382752,0.0411646366119384
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.374998,0.0402054786682128
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.346496,0.0384645462036132
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.452697,0.0508570671081543
Dask,Student Exam,2025.1.0,v0,10,I/O,0.056457,0.0055711269378662
Dask,Student Exam,2025.1.0,v0,10,I/O,2.511162,0.2295186519622802
Dask,Student Exam,2025.1.0,v0,10,I/O,3.182975,0.3532829284667969
Dask,Student Exam,2025.1.0,v0,10,I/O,3.116874,0.3362777233123779
Dask,Student Exam,2025.1.0,v0,10,Missing,0.001709,0.0009458065032958
Dask,Student Exam,2025.1.0,v0,10,Missing,0.017822,0.0020520687103271
Dask,Student Exam,2025.1.0,v0,10,Missing,0.050353,0.0061745643615722
Dask,Student Exam,2025.1.0,v0,10,Missing,0.044677,0.0062057971954345
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.005982,0.0015246868133544
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.002564,0.0007600784301757
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.088013,0.0104305744171142
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.001098,0.0007472038269042
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.110961,0.0133981704711914
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.643676,0.0652103424072265
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.346069,0.0374932289123535
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.378967,0.0417032241821289
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.368163,0.039400577545166
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.341918,0.037299633026123
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.452698,0.0500688552856445
Dask,Student Exam,2025.1.0,v0,10,I/O,0.055846,0.0057456493377685
Dask,Student Exam,2025.1.0,v0,10,I/O,2.23321,0.2306849956512451
Dask,Student Exam,2025.1.0,v0,10,I/O,3.216728,0.3592677116394043
Dask,Student Exam,2025.1.0,v0,10,I/O,3.127617,0.3428080081939697
Dask,Student Exam,2025.1.0,v0,10,Missing,0.005921,0.0009775161743164
Dask,Student Exam,2025.1.0,v0,10,Missing,0.012145,0.0020339488983154
Dask,Student Exam,2025.1.0,v0,10,Missing,0.050111,0.0061368942260742
Dask,Student Exam,2025.1.0,v0,10,Missing,0.050353,0.006265640258789
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.015074,0.0014481544494628
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.0,0.0008196830749511
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.089721,0.0109059810638427
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.004456,0.0007469654083251
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.109374,0.0132966041564941
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.621336,0.0649173259735107
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.354126,0.039555549621582
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.361938,0.0395114421844482
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.340392,0.0372817516326904
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.3562,0.0391843318939209
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.436278,0.0483951568603515
Dask,Student Exam,2025.1.0,v0,10,I/O,0.052124,0.0060300827026367
Dask,Student Exam,2025.1.0,v0,10,I/O,2.196162,0.2292912006378173
Dask,Student Exam,2025.1.0,v0,10,I/O,3.193901,0.3565397262573242
Dask,Student Exam,2025.1.0,v0,10,I/O,3.044426,0.3327140808105469
Dask,Student Exam,2025.1.0,v0,10,Missing,0.007324,0.0009779930114746
Dask,Student Exam,2025.1.0,v0,10,Missing,0.008484,0.0020253658294677
Dask,Student Exam,2025.1.0,v0,10,Missing,0.049805,0.0061488151550292
Dask,Student Exam,2025.1.0,v0,10,Missing,0.049376,0.0062425136566162
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.012878,0.0014998912811279
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.0,0.0008153915405273
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.081116,0.0103833675384521
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.002137,0.0005912780761718
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.108582,0.0132081508636474
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.642331,0.067326545715332
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.35266,0.0388133525848388
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.37921,0.0415320396423339
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.367064,0.0392606258392334
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.347656,0.0369377136230468
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.466613,0.0509848594665527
Dask,Student Exam,2025.1.0,v0,10,I/O,0.058532,0.0060772895812988
Dask,Student Exam,2025.1.0,v0,10,I/O,2.242732,0.2272028923034668
Dask,Student Exam,2025.1.0,v0,10,I/O,3.261955,0.3613588809967041
Dask,Student Exam,2025.1.0,v0,10,I/O,3.180656,0.3379254341125488
Dask,Student Exam,2025.1.0,v0,10,Missing,0.004516,0.0009529590606689
Dask,Student Exam,2025.1.0,v0,10,Missing,0.015441,0.001993179321289
Dask,Student Exam,2025.1.0,v0,10,Missing,0.043885,0.0060622692108154
Dask,Student Exam,2025.1.0,v0,10,Missing,0.051453,0.006155252456665
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.004212,0.0014667510986328
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.003539,0.0007972717285156
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.086975,0.0103416442871093
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.002625,0.0007219314575195
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.109252,0.0130994319915771
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.619322,0.0649051666259765
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.365783,0.0392377376556396
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.381651,0.0413265228271484
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.365722,0.0391376018524169
Dask,Student Exam,2025.1.0,v0,10,Aggregation,0.351257,0.0384063720703125
Dask,Student Exam,2025.1.0,v0,10,Row/Column,0.46759,0.0508499145507812
Dask,Water Potability,2024.8.0,v1,10,I/O,0.102661,0.0122992992401123
Dask,Water Potability,2024.8.0,v1,10,I/O,0.24475,0.0262181758880615
Dask,Water Potability,2024.8.0,v1,10,I/O,0.402221,0.0531854629516601
Dask,Water Potability,2024.8.0,v1,10,I/O,0.181945,0.0252416133880615
Dask,Water Potability,2024.8.0,v1,10,Missing,0.008667,0.0009827613830566
Dask,Water Potability,2024.8.0,v1,10,Missing,0.008423,0.0012717247009277
